idx,modality,layer,word1,word2,hum-sim,model-sim,freqw1,freqw2
148,lang,22,president,medal,0.3,0.5196901559829712,136,102
149,lang,22,war,troops,0.8130000000000001,0.6828862428665161,211,87
150,lang,22,record,number,0.631,0.519603967666626,109,232
151,lang,22,skin,eye,0.622,0.569194495677948,101,178
152,lang,22,japanese,american,0.65,0.5861198306083679,120,235
153,lang,22,theater,history,0.391,0.4658011198043823,106,165
154,lang,22,volunteer,motto,0.256,0.5680164694786072,77,11
155,lang,22,prejudice,recognition,0.3,0.6543832421302795,2,33
156,lang,22,decoration,valor,0.563,0.5953816175460815,121,2
157,lang,22,century,year,0.759,0.5929708480834961,99,430
158,lang,22,century,nation,0.316,0.5018184185028076,99,66
159,lang,22,delay,racism,0.119,0.37672102451324463,4,21
160,lang,22,delay,news,0.331,0.5553817749023438,4,140
161,lang,22,minister,party,0.663,0.4260527491569519,68,952
162,lang,22,peace,plan,0.475,0.5401899218559265,138,121
163,lang,22,minority,peace,0.369,0.514975905418396,4,138
164,lang,22,attempt,peace,0.425,0.43810877203941345,103,138
165,lang,22,government,crisis,0.6559999999999999,0.5479806661605835,106,5
166,lang,22,deployment,departure,0.425,0.5502474904060364,7,21
167,lang,22,energy,crisis,0.5940000000000001,0.5004628896713257,108,5
168,lang,22,announcement,news,0.756,0.6587388515472412,58,140
169,lang,22,announcement,effort,0.275,0.5299045443534851,58,103
170,lang,22,stroke,hospital,0.7030000000000001,0.44850826263427734,28,135
171,lang,22,disability,death,0.5469999999999999,0.4908575415611267,5,107
172,lang,22,victim,emergency,0.647,0.4716954529285431,20,108
173,lang,22,treatment,recovery,0.791,0.6579428315162659,21,16
174,lang,22,journal,association,0.497,0.6233533024787903,11,20
175,lang,22,doctor,personnel,0.5,0.48439374566078186,89,106
176,lang,22,school,center,0.344,0.49478837847709656,421,277
177,lang,22,reason,hypertension,0.231,0.2691233158111572,108,1
178,lang,22,hundred,percent,0.738,0.40603893995285034,52,1
179,lang,22,hospital,infrastructure,0.46299999999999997,0.4545954763889313,135,14
180,lang,22,death,row,0.525,0.33840736746788025,107,220
181,lang,22,death,inmate,0.503,0.40569427609443665,107,2
182,lang,22,lawyer,evidence,0.669,0.510235071182251,8,33
183,lang,22,life,death,0.788,0.6207468509674072,356,107
184,lang,22,life,term,0.45,0.5533339977264404,356,10
185,lang,22,word,similarity,0.475,0.513702929019928,136,2
186,lang,22,board,recommendation,0.44699999999999995,0.4847911596298218,725,1
187,lang,22,governor,interview,0.325,0.4804155230522156,27,91
188,lang,22,peace,atmosphere,0.369,0.5382781624794006,138,100
189,lang,22,peace,insurance,0.294,0.4733024835586548,138,20
190,lang,22,travel,activity,0.5,0.5620008707046509,135,100
191,lang,22,competition,price,0.644,0.5143625736236572,152,104
192,lang,22,consumer,confidence,0.413,0.5634478330612183,8,21
193,lang,22,consumer,energy,0.475,0.5141101479530334,8,108
194,lang,22,problem,airport,0.238,0.4000892639160156,102,273
195,lang,22,car,flight,0.49400000000000005,0.5036510229110718,1323,132
196,lang,22,credit,card,0.806,0.595435619354248,41,164
197,lang,22,credit,information,0.5309999999999999,0.4630902111530304,41,143
198,lang,22,hotel,reservation,0.8029999999999999,0.6067269444465637,299,14
199,lang,22,grocery,money,0.5940000000000001,0.39977791905403137,106,153
200,lang,22,registration,arrangement,0.6,0.5683902502059937,23,109
201,lang,22,arrangement,accommodation,0.541,0.403946191072464,109,1
202,lang,22,month,hotel,0.181,0.44307374954223633,101,299
203,lang,22,type,kind,0.897,0.783842921257019,239,238
204,lang,22,arrival,hotel,0.6,0.43119314312934875,88,299
205,lang,22,bed,closet,0.6719999999999999,0.5306593775749207,1129,104
206,lang,22,closet,clothes,0.8,0.571748673915863,104,198
207,lang,22,situation,conclusion,0.481,0.5353375673294067,64,21
208,lang,22,situation,isolation,0.388,0.5759181380271912,64,5
209,lang,22,direction,combination,0.225,0.44787895679473877,137,102
210,lang,22,street,place,0.644,0.566971480846405,2608,605
211,lang,22,street,avenue,0.8880000000000001,0.6854996085166931,2608,100
212,lang,22,street,block,0.688,0.6089430451393127,2608,134
213,lang,22,street,children,0.49400000000000005,0.4563077390193939,2608,817
214,lang,22,listing,proximity,0.256,0.3908972144126892,21,31
215,lang,22,listing,category,0.638,0.6464101076126099,21,6
216,lang,22,cell,phone,0.7809999999999999,0.7580203413963318,518,873
217,lang,22,production,hike,0.175,0.4364505112171173,41,129
218,lang,22,media,trading,0.388,0.5736340284347534,102,11
219,lang,22,media,gain,0.288,0.5016916990280151,102,42
220,lang,22,dividend,payment,0.763,0.6013475060462952,1,7
221,lang,22,dividend,calculation,0.648,0.4622099697589874,1,1
222,lang,22,currency,market,0.75,0.4820683002471924,11,259
223,lang,22,oil,stock,0.634,0.6041467785835266,104,62
224,lang,22,announcement,production,0.33799999999999997,0.5572932362556458,58,41
225,lang,22,announcement,warning,0.6,0.5373173356056213,58,125
226,lang,22,profit,warning,0.388,0.4146941304206848,10,125
227,lang,22,profit,loss,0.763,0.4696883261203766,10,32
228,lang,22,dollar,yen,0.778,0.5996460914611816,67,4
229,lang,22,dollar,buck,0.922,0.5700162649154663,67,21
230,lang,22,dollar,profit,0.738,0.6112300753593445,67,10
231,lang,22,dollar,loss,0.609,0.3847748339176178,67,32
232,lang,22,computer,software,0.85,0.7280142307281494,694,30
233,lang,22,network,hardware,0.8310000000000001,0.6169121265411377,39,40
234,lang,22,phone,equipment,0.713,0.5089753866195679,873,208
235,lang,22,equipment,maker,0.591,0.5177837014198303,208,103
236,lang,22,luxury,car,0.647,0.5463013648986816,76,1323
237,lang,22,five,month,0.33799999999999997,0.4971374571323395,208,101
238,lang,22,report,gain,0.363,0.5602348446846008,43,42
239,lang,22,investor,earning,0.713,0.46612054109573364,1,6
240,lang,22,liquid,water,0.7889999999999999,0.6548413038253784,118,2461
241,lang,22,baseball,season,0.597,0.4605104923248291,958,116
242,lang,22,game,victory,0.7030000000000001,0.5359696745872498,1112,103
243,lang,22,game,team,0.769,0.6328678727149963,1112,403
244,lang,22,marathon,sprint,0.747,0.5636776089668274,123,16
245,lang,22,game,series,0.619,0.43716302514076233,1112,119
246,lang,22,game,defeat,0.697,0.5540477633476257,1112,12
247,lang,22,seven,series,0.356,0.48741745948791504,115,119
248,lang,22,seafood,sea,0.747,0.6032351851463318,106,255
249,lang,22,seafood,food,0.834,0.672541081905365,106,1536
250,lang,22,seafood,lobster,0.8699999999999999,0.7975836992263794,106,105
251,lang,22,lobster,food,0.7809999999999999,0.5569428205490112,105,1536
252,lang,22,lobster,wine,0.5700000000000001,0.48189160227775574,105,408
253,lang,22,food,preparation,0.622,0.5577536225318909,1536,104
254,lang,22,video,archive,0.634,0.40458279848098755,254,2
255,lang,22,start,year,0.40599999999999997,0.4952142536640167,305,430
256,lang,22,start,match,0.44699999999999995,0.4638124406337738,305,192
257,lang,22,game,round,0.597,0.4589378535747528,1112,210
258,lang,22,boxing,round,0.761,0.43257445096969604,100,210
259,lang,22,championship,tournament,0.836,0.7450684905052185,71,101
260,lang,22,line,insurance,0.269,0.3886277675628662,557,20
261,lang,22,day,summer,0.394,0.6080307364463806,2325,152
262,lang,22,summer,drought,0.716,0.5019814372062683,152,8
263,lang,22,summer,nature,0.563,0.5844138860702515,152,157
264,lang,22,day,dawn,0.753,0.5514246821403503,2325,57
265,lang,22,nature,environment,0.8310000000000001,0.6745424270629883,157,116
266,lang,22,nature,man,0.625,0.41128164529800415,157,8440
267,lang,22,man,woman,0.8300000000000001,0.6709542870521545,8440,4511
268,lang,22,man,governor,0.525,0.48758119344711304,8440,27
269,lang,22,soap,opera,0.794,0.39546671509742737,103,33
270,lang,22,opera,performance,0.688,0.5591008067131042,33,161
271,lang,22,life,lesson,0.5940000000000001,0.5086687207221985,356,77
272,lang,22,focus,life,0.40599999999999997,0.4727943241596222,118,356
273,lang,22,production,crew,0.625,0.5709945559501648,41,122
274,lang,22,television,film,0.772,0.5595213174819946,241,108
275,lang,22,viewer,serial,0.29700000000000004,0.4196540117263794,67,6
276,lang,22,possibility,girl,0.194,0.36046603322029114,6,1420
277,lang,22,population,development,0.375,0.6110858917236328,21,32
278,lang,22,gender,equality,0.641,0.5553371906280518,13,35
279,lang,22,change,attitude,0.544,0.5351676344871521,131,19
280,lang,22,family,planning,0.625,0.4415874183177948,993,102
281,lang,22,opera,industry,0.263,0.40657269954681396,33,20
282,lang,22,sugar,approach,0.088,0.44457507133483887,122,101
283,lang,22,practice,institution,0.319,0.5438798666000366,124,12
284,lang,22,ministry,culture,0.46900000000000003,0.539901614189148,5,114
285,lang,22,problem,challenge,0.675,0.7156693339347839,102,91
286,lang,22,country,citizen,0.731,0.49995797872543335,283,26
287,lang,22,planet,people,0.575,0.4197764992713928,56,5682
288,lang,22,development,issue,0.397,0.5561779141426086,32,44
289,lang,22,experience,music,0.34700000000000003,0.4664492607116699,135,289
290,lang,22,music,project,0.363,0.46820157766342163,289,139
291,lang,22,glass,metal,0.5559999999999999,0.5937445759773254,920,377
292,lang,22,aluminum,metal,0.783,0.7861847281455994,101,377
293,lang,22,exhibit,memorabilia,0.5309999999999999,0.6302067637443542,138,79
294,lang,22,rock,jazz,0.759,0.506181001663208,350,50
295,lang,22,museum,theater,0.7190000000000001,0.6706601977348328,267,106
296,lang,22,observation,architecture,0.438,0.4309502840042114,31,144
297,lang,22,space,world,0.653,0.5208260416984558,204,248
298,lang,22,preservation,world,0.619,0.37683165073394775,3,248
299,lang,22,admission,ticket,0.769,0.730544924736023,9,103
300,lang,22,shower,thunderstorm,0.631,0.4075257182121277,264,4
301,lang,22,shower,flood,0.603,0.4717457890510559,264,86
302,lang,22,weather,forecast,0.834,0.6457763314247131,200,6
303,lang,22,disaster,area,0.625,0.5216839909553528,46,1161
304,lang,22,governor,office,0.634,0.5072024464607239,27,304
305,lang,22,architecture,century,0.378,0.43863028287887573,144,99
